entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id
306,16,Extraction,Pulling out trash,16:30:52,16:34:33,220.6,2026-07-31_01
307,2,Rest,,16:32:18,16:33:37,78.7,2026-07-31_01
308,18,Fluidizing,Mixing,16:32:26,16:33:27,60.5,2026-07-31_01
309,18,Extraction,Pulling out trash,16:33:27,16:34:19,52,2026-07-31_01
310,17,Fluidizing,Mixing,16:33:33,16:38:46,312.8,2026-07-31_01
311,2,Communication,With other gulper(s),16:33:37,16:35:19,101.5,2026-07-31_01
312,18,Fluidizing,Mixing,16:34:19,16:34:51,32.8,2026-07-31_01
313,16,Disposal,,16:34:33,16:36:35,122.1,2026-07-31_01
314,18,Rest,,16:34:51,16:36:10,79,2026-07-31_01
315,2,Extraction,Pulling out trash,16:35:19,16:35:57,38.5,2026-07-31_01
316,2,Rest,,16:35:57,16:36:58,61.4,2026-07-31_01
317,18,Fluidizing,Mixing,16:36:10,16:37:26,75.4,2026-07-31_01
318,16,Rest,,16:36:35,16:37:29,54.6,2026-07-31_01
319,2,Extraction,Pulling out trash,16:36:58,16:40:06,187.8,2026-07-31_01
320,18,Extraction,Pulling out trash,16:37:26,16:39:37,131.6,2026-07-31_01
321,16,Extraction,Pulling out trash,16:37:29,16:39:33,123.7,2026-07-31_01
322,17,Extraction,Pulling out trash,16:38:46,16:42:16,209.9,2026-07-31_01
323,16,Disposal,,16:39:33,16:40:49,76.3,2026-07-31_01
324,18,Rest,,16:39:37,16:41:01,84.1,2026-07-31_01
325,2,Rest,,16:40:06,16:41:13,66.8,2026-07-31_01
326,16,Extraction,Pulling out trash,16:40:49,16:42:08,78.1,2026-07-31_01
327,18,Fluidizing,Mixing,16:41:01,16:41:53,51.7,2026-07-31_01
328,2,Extraction,Pulling out trash,16:41:13,16:41:27,13.5,2026-07-31_01
329,2,Rest,,16:41:27,16:42:13,46.7,2026-07-31_01
330,18,Rest,,16:41:53,16:44:27,153.4,2026-07-31_01
331,16,Equipment,Cleaning,16:42:08,16:43:12,64.6,2026-07-31_01
332,2,Communication,With other gulper(s),16:42:13,16:43:22,68.3,2026-07-31_01
333,17,Communication,With other gulper(s),16:42:16,16:43:25,69.6,2026-07-31_01
334,16,Rest,,16:43:12,16:44:18,66.1,2026-07-31_01
335,2,Fluidizing,Adding water,16:43:22,16:44:12,50.2,2026-07-31_01
336,17,Superstructure,Inspection,16:43:25,16:44:58,92.6,2026-07-31_01
337,2,Fluidizing,Fetching water,16:44:12,16:47:33,201.5,2026-07-31_01
338,16,Fluidizing,Fetching water,16:44:18,16:45:11,52.2,2026-07-31_01
339,18,Equipment,Cleaning,16:44:27,16:45:06,39.4,2026-07-31_01
340,17,Fluidizing,Adding water,16:44:58,16:45:58,60.1,2026-07-31_01
341,18,Rest,,16:45:06,16:45:33,26.9,2026-07-31_01
342,16,Fluidizing,Fetching water,16:45:11,16:45:45,34.8,2026-07-31_01
343,18,Fluidizing,Fetching water,16:45:33,16:47:27,114,2026-07-31_01
344,16,Rest,,16:45:45,16:46:44,58.8,2026-07-31_01
345,17,Extraction,Pulling out trash,16:45:58,16:46:31,32.5,2026-07-31_01
346,17,Fluidizing,Mixing,16:46:31,16:48:42,131.6,2026-07-31_01
347,16,Extraction,Pulling out trash,16:46:44,16:47:38,53.5,2026-07-31_01
348,18,Equipment,Cleaning,16:47:27,16:48:31,63.7,2026-07-31_01
349,2,Rest,,16:47:33,16:55:32,478.5,2026-07-31_01
350,16,Rest,,16:47:38,16:48:17,39.1,2026-07-31_01
351,16,Equipment,Maneuvering,16:48:17,16:48:27,9.8,2026-07-31_01
352,16,Extraction,Pulling out trash,16:48:27,16:50:09,102.7,2026-07-31_01
353,18,Travel,On errand,16:48:31,16:57:51,560.4,2026-07-31_01
354,17,Fluidizing,Mixing,16:48:42,16:50:02,79.8,2026-07-31_01
355,17,Extraction,Pulling out trash,16:50:02,16:51:18,76.1,2026-07-31_01
356,16,Rest,,16:50:09,16:52:27,137.5,2026-07-31_01
357,17,Fluidizing,Mixing,16:51:18,16:53:04,106.1,2026-07-31_01
358,16,Disposal,,16:52:27,16:53:17,49.8,2026-07-31_01
359,17,Rest,,16:53:04,16:53:15,10.3,2026-07-31_01
360,17,Fluidizing,Mixing,16:53:15,16:56:59,224.9,2026-07-31_01
361,16,Rest,,16:53:17,16:55:45,148.7,2026-07-31_01
362,2,Fluidizing,Fetching water,16:55:32,16:55:53,20.8,2026-07-31_01
363,16,Equipment,Cleaning,16:55:45,16:56:20,34.8,2026-07-31_01
364,2,Rest,,16:55:53,16:57:44,111.7,2026-07-31_01
365,16,Equipment,Maneuvering,16:56:20,16:57:03,42.4,2026-07-31_01
366,17,Extraction,Pulling out trash,16:56:59,16:58:10,70.5,2026-07-31_01
367,16,Extraction,Pulling out trash,16:57:03,16:57:36,33.2,2026-07-31_01
368,16,Fluidizing,Adding water,16:57:36,16:57:54,18.6,2026-07-31_01
369,2,Fluidizing,Fetching water,16:57:44,16:58:19,34.4,2026-07-31_01
370,18,Equipment,Maneuvering,16:57:51,16:58:53,61.7,2026-07-31_01
371,16,Rest,,16:57:54,16:58:27,32.3,2026-07-31_01
372,17,Fluidizing,Mixing,16:58:10,16:58:22,12.4,2026-07-31_01
373,2,Rest,,16:58:19,17:00:09,110.7,2026-07-31_01
374,17,Extraction,Pulling out trash,16:58:22,17:04:34,371.8,2026-07-31_01
375,16,Extraction,Pulling out trash,16:58:27,17:00:17,110.9,2026-07-31_01
376,18,Rest,,16:58:53,17:00:13,80.6,2026-07-31_01
377,2,Fluidizing,Fetching water,17:00:09,17:01:46,96.6,2026-07-31_01
378,18,Equipment,Maneuvering,17:00:13,17:01:15,62.2,2026-07-31_01
379,16,Rest,,17:00:17,17:00:41,23.1,2026-07-31_01
380,16,Fluidizing,Adding water,17:00:41,17:01:05,24.3,2026-07-31_01
381,16,Extraction,Pulling out trash,17:01:05,17:02:54,109.5,2026-07-31_01
382,18,Fluidizing,Adding water,17:01:15,17:01:51,35.9,2026-07-31_01
383,2,Rest,,17:01:46,17:11:01,555.1,2026-07-31_01
384,18,Rest,,17:01:51,17:05:30,218.7,2026-07-31_01
385,16,Rest,,17:02:54,17:03:31,36.7,2026-07-31_01
386,16,Communication,With other gulper(s),17:03:31,17:04:00,29.1,2026-07-31_01
387,16,Rest,,17:04:00,17:05:16,75.4,2026-07-31_01
388,17,Fluidizing,Mixing,17:04:34,17:04:47,13.1,2026-07-31_01
389,17,Extraction,Pulling out trash,17:04:47,17:05:07,19.8,2026-07-31_01
390,17,Fluidizing,Mixing,17:05:07,17:07:10,122.8,2026-07-31_01
391,16,Extraction,Pulling out trash,17:05:16,17:06:04,48.8,2026-07-31_01
392,18,Disposal,,17:05:30,17:06:08,38,2026-07-31_01
393,16,Rest,,17:06:04,17:06:54,49.2,2026-07-31_01
394,18,Rest,,17:06:08,17:08:12,123.6,2026-07-31_01
395,16,Extraction,Pulling out trash,17:06:54,17:08:17,83.9,2026-07-31_01
396,17,Extraction,Pulling out trash,17:07:10,17:09:11,121.3,2026-07-31_01
397,18,Communication,With other gulper(s),17:08:12,17:09:32,80.8,2026-07-31_01
398,16,Communication,With other gulper(s),17:08:17,17:08:23,5.7,2026-07-31_01
399,16,Extraction,Pulling out trash,17:08:23,17:11:05,162,2026-07-31_01
400,17,Extraction,Pulling out trash,17:09:11,17:11:18,127,2026-07-31_01
401,18,Fluidizing,Fetching water,17:09:32,17:09:37,4.7,2026-07-31_01
402,18,Equipment,Maneuvering,17:09:37,17:10:28,51.3,2026-07-31_01
403,18,Equipment,Maneuvering,17:10:28,17:12:02,93.8,2026-07-31_01
404,2,Equipment,Maneuvering,17:11:01,17:16:37,335.9,2026-07-31_01
405,16,Rest,,17:11:05,17:17:51,406.1,2026-07-31_01
406,17,Communication,With other gulper(s),17:11:18,17:16:45,326.8,2026-07-31_01
407,18,Rest,,17:12:02,17:25:12,789.5,2026-07-31_01
408,2,Rest,,17:16:37,17:17:47,70.5,2026-07-31_01
409,17,Equipment,Maneuvering,17:16:45,17:25:05,500,2026-07-31_01
410,2,Equipment,Maneuvering,17:17:47,17:23:08,320.6,2026-07-31_01
411,16,Communication,With other gulper(s),17:17:51,17:22:57,305.6,2026-07-31_01
412,16,Rest,,17:22:57,17:28:33,336.6,2026-07-31_01
413,2,Rest,,17:23:08,17:27:19,250.5,2026-07-31_01
414,17,Communication,With other gulper(s),17:25:05,17:26:14,68.7,2026-07-31_01
415,18,Communication,With other gulper(s),17:25:12,17:27:27,135.1,2026-07-31_01
416,17,Superstructure,Cleaning,17:26:14,17:32:04,349.8,2026-07-31_01
417,2,Fluidizing,Fetching water,17:27:19,17:34:08,409.7,2026-07-31_01
418,18,Fluidizing,Fetching water,17:27:27,17:37:04,576.9,2026-07-31_01
419,16,Earthworks,Dig trench,17:28:33,17:28:37,3.8,2026-07-31_01
420,16,Earthworks,Fill trench,17:28:37,17:47:58,1160.5,2026-07-31_01
421,17,Superstructure,Modification,17:32:04,17:32:20,16.5,2026-07-31_01
422,17,Superstructure,Cleaning,17:32:20,17:39:20,419.5,2026-07-31_01
423,2,Rest,,17:34:08,17:35:21,73.1,2026-07-31_01
424,2,Equipment,Cleaning,17:35:21,17:42:49,448.1,2026-07-31_01
425,18,Equipment,Cleaning,17:37:04,17:41:10,245.8,2026-07-31_01
426,17,Equipment,Cleaning,17:39:20,17:40:52,92.9,2026-07-31_01
427,17,Equipment,Maneuvering,17:40:52,17:43:21,148.6,2026-07-31_01
428,18,Fluidizing,Fetching water,17:41:10,17:42:43,93.5,2026-07-31_01
429,18,Equipment,Cleaning,17:42:43,17:47:51,308.3,2026-07-31_01
430,2,Superstructure,Cleaning,17:42:49,17:46:56,246.4,2026-07-31_01
431,17,Earthworks,Dig trench,17:43:21,17:45:20,119.2,2026-07-31_01
432,17,Rest,,17:45:20,17:48:48,208.2,2026-07-31_01
433,2,Equipment,Maneuvering,17:46:56,17:55:45,529.3,2026-07-31_01
434,18,Fluidizing,Fetching water,17:47:51,17:48:38,46.6,2026-07-31_01
435,16,Equipment,Cleaning,17:47:58,17:53:31,333.2,2026-07-31_01
436,18,Equipment,Cleaning,17:48:38,17:54:35,356.6,2026-07-31_01
437,17,Equipment,Cleaning,17:48:48,17:50:32,103.6,2026-07-31_01
438,17,Equipment,Maneuvering,17:50:32,17:53:43,190.7,2026-07-31_01
439,16,Fluidizing,Fetching water,17:53:31,17:54:48,77,2026-07-31_01
440,17,Equipment,Cleaning,17:53:43,17:54:53,69.9,2026-07-31_01
441,18,Equipment,Maneuvering,17:54:35,17:56:01,86.7,2026-07-31_01
442,16,Rest,,17:54:48,17:55:50,62.3,2026-07-31_01
443,17,Rest,,17:54:53,17:55:53,60.6,2026-07-31_01
444,2,Superstructure,Modification,17:55:45,17:57:05,79.4,2026-07-31_01
445,16,Superstructure,Modification,17:55:50,17:57:02,71.8,2026-07-31_01
446,17,Superstructure,Inspection,17:55:53,17:55:56,2.4,2026-07-31_01
447,17,Superstructure,Modification,17:55:56,17:56:58,62.3,2026-07-31_01
448,18,Superstructure,Modification,17:56:01,17:57:00,58.5,2026-07-31_01
449,2,Superstructure,Repair,17:57:07,17:58:41,93.3,2026-07-31_01
450,16,Superstructure,Repair,17:57:09,17:58:42,93.2,2026-07-31_01
451,17,Superstructure,Repair,17:57:10,17:58:45,95.3,2026-07-31_01
452,18,Superstructure,Repair,17:57:13,17:58:47,94.2,2026-07-31_01
453,2,Rest,,17:58:41,17:58:49,8.5,2026-07-31_01
454,16,Rest,,17:58:42,17:58:49,6.6,2026-07-31_01
455,17,Rest,,17:58:45,17:58:49,3.9,2026-07-31_01
456,18,Rest,,17:58:47,17:58:49,1.9,2026-07-31_01
1,15,Superstructure,Inspection,06:31:27,06:37:46,379.1,2026-08-03_01
2,9,Equipment,Maneuvering,06:31:35,06:37:43,367.1,2026-08-03_01
3,4,Communication,With other gulper(s),06:32:15,06:37:53,338.3,2026-08-03_01
4,9,Earthworks,Dig trench,06:37:43,06:40:34,171.4,2026-08-03_01
5,15,Rest,,06:37:46,06:53:20,934.7,2026-08-03_01
6,4,Earthworks,Dig trench,06:37:53,06:38:26,33,2026-08-03_01
7,4,Rest,,06:38:26,06:40:29,123,2026-08-03_01
8,4,Earthworks,Dig trench,06:40:29,06:43:16,167.4,2026-08-03_01
9,9,Rest,,06:40:34,06:43:14,159.6,2026-08-03_01
10,9,Earthworks,Dig trench,06:43:14,06:45:37,143.6,2026-08-03_01
11,4,Rest,,06:43:16,06:45:27,131.1,2026-08-03_01
12,4,Earthworks,Dig trench,06:45:27,06:53:25,477.5,2026-08-03_01
13,9,Rest,,06:45:37,06:50:57,319.7,2026-08-03_01
14,9,Earthworks,Dig trench,06:50:57,06:56:12,314.6,2026-08-03_01
15,15,Equipment,Maneuvering,06:53:20,06:56:05,165,2026-08-03_01
16,4,Rest,,06:53:25,06:56:09,163.8,2026-08-03_01
17,15,Rest,,06:56:05,06:58:36,150.1,2026-08-03_01
18,4,Earthworks,Dig trench,06:56:09,07:00:09,240.4,2026-08-03_01
19,9,Rest,,06:56:12,07:01:07,295.8,2026-08-03_01
20,15,Earthworks,Dig trench,06:58:36,06:59:53,77.7,2026-08-03_01
21,15,Rest,,06:59:53,07:00:05,11.6,2026-08-03_01
22,15,Earthworks,Dig trench,07:00:05,07:03:23,197.9,2026-08-03_01
23,4,Rest,,07:00:09,07:05:57,347.7,2026-08-03_01
24,9,Earthworks,Dig trench,07:01:07,07:02:43,95.7,2026-08-03_01
25,9,Rest,,07:02:43,07:03:18,35.3,2026-08-03_01
26,9,Earthworks,Dig trench,07:03:18,07:06:04,165.2,2026-08-03_01
27,15,Rest,,07:03:23,07:04:29,66.1,2026-08-03_01
28,15,Earthworks,Dig trench,07:04:29,07:06:01,91.8,2026-08-03_01
29,4,Earthworks,Dig trench,07:05:57,07:12:40,403.6,2026-08-03_01
30,15,Rest,,07:06:01,07:09:23,202.1,2026-08-03_01
31,9,Rest,,07:06:04,07:12:06,362.5,2026-08-03_01
32,15,Earthworks,Dig trench,07:09:23,07:12:23,180.7,2026-08-03_01
33,9,Earthworks,Dig trench,07:12:06,07:15:11,184.4,2026-08-03_01
34,15,Rest,,07:12:23,07:19:27,423.5,2026-08-03_01
35,4,Rest,,07:12:40,07:15:26,165.8,2026-08-03_01
36,9,Rest,,07:15:11,07:26:31,680.1,2026-08-03_01
37,4,Earthworks,Dig trench,07:15:26,07:22:44,438,2026-08-03_01
38,15,Communication,With other gulper(s),07:19:27,07:19:42,14.7,2026-08-03_01
39,15,Rest,,07:19:42,07:22:47,185.6,2026-08-03_01
40,4,Rest,,07:22:44,07:30:44,479.5,2026-08-03_01
41,15,Earthworks,Dig trench,07:22:47,07:26:35,227.4,2026-08-03_01
42,9,Earthworks,Dig trench,07:26:31,07:27:36,65.3,2026-08-03_01
43,15,Rest,,07:26:35,07:27:31,56.5,2026-08-03_01
44,15,Earthworks,Dig trench,07:27:31,07:30:53,201.4,2026-08-03_01
45,9,Rest,,07:27:36,07:37:00,563.7,2026-08-03_01
46,4,Earthworks,Dig trench,07:30:44,07:36:53,369.5,2026-08-03_01
47,15,Rest,,07:30:53,07:31:12,19,2026-08-03_01
48,15,Earthworks,Dig trench,07:31:12,07:33:56,164.1,2026-08-03_01
49,15,Rest,,07:33:56,07:36:50,174.2,2026-08-03_01
50,15,Earthworks,Dig trench,07:36:50,07:37:36,45.7,2026-08-03_01
51,4,Rest,,07:36:53,07:44:44,470.9,2026-08-03_01
52,9,Equipment,Maneuvering,07:37:00,07:37:40,40.4,2026-08-03_01
53,15,Rest,,07:37:36,07:43:07,331.2,2026-08-03_01
54,9,Earthworks,Dig trench,07:37:40,07:44:50,429.6,2026-08-03_01
55,15,Communication,With other gulper(s),07:43:07,07:43:13,6.5,2026-08-03_01
56,15,Rest,,07:43:13,07:44:56,102.3,2026-08-03_01
57,4,Earthworks,Dig trench,07:44:44,07:50:53,368.6,2026-08-03_01
58,9,Rest,,07:44:50,07:50:45,355.4,2026-08-03_01
59,15,Earthworks,Dig trench,07:44:56,07:50:41,345.7,2026-08-03_01
60,15,Rest,,07:50:41,07:50:56,14.3,2026-08-03_01
61,9,Earthworks,Dig trench,07:50:45,07:53:17,152.1,2026-08-03_01
62,4,Rest,,07:50:53,07:53:22,149,2026-08-03_01
63,15,Communication,With other gulper(s),07:50:56,07:51:57,60.8,2026-08-03_01
64,15,Rest,,07:51:57,07:53:15,78,2026-08-03_01
65,15,Earthworks,Dig trench,07:53:15,07:53:41,27,2026-08-03_01
66,9,Rest,,07:53:17,07:56:29,191.7,2026-08-03_01
67,4,Earthworks,Dig trench,07:53:22,08:01:11,469.6,2026-08-03_01
68,15,Rest,,07:53:41,07:59:53,371.9,2026-08-03_01
69,9,Communication,With other gulper(s),07:56:29,07:56:56,27.3,2026-08-03_01
70,9,Rest,,07:56:56,08:04:12,436.3,2026-08-03_01
71,15,Earthworks,Dig trench,07:59:53,08:04:15,261.9,2026-08-03_01
72,4,Rest,,08:01:11,08:05:04,232.6,2026-08-03_01
73,9,Earthworks,Dig trench,08:04:12,08:05:08,55.5,2026-08-03_01
74,15,Rest,,08:04:15,08:08:42,266.8,2026-08-03_01
75,4,Earthworks,Dig trench,08:05:04,08:09:42,277.8,2026-08-03_01
76,9,Rest,,08:05:08,08:13:17,489,2026-08-03_01
77,15,Earthworks,Dig trench,08:08:42,08:17:00,497.7,2026-08-03_01
78,4,Rest,,08:09:42,08:17:03,441.6,2026-08-03_01
79,9,Communication,With other gulper(s),08:13:17,08:14:26,69.5,2026-08-03_01
80,9,Rest,,08:14:26,08:16:54,147.1,2026-08-03_01
81,9,Travel,On errand,08:16:54,08:20:12,198.5,2026-08-03_01
82,15,Rest,,08:17:00,08:20:22,202.2,2026-08-03_01
83,4,Earthworks,Dig trench,08:17:03,08:21:50,286.7,2026-08-03_01
84,9,Rest,,08:20:12,08:30:56,644.3,2026-08-03_01
85,15,Communication,With other gulper(s),08:20:22,08:21:23,61.3,2026-08-03_01
86,15,Earthworks,Dig trench,08:21:23,08:29:15,471.5,2026-08-03_01
87,4,Rest,,08:21:50,08:22:53,63,2026-08-03_01
88,4,Travel,On errand,08:22:53,08:29:20,387.5,2026-08-03_01
89,15,Rest,,08:29:15,08:32:33,198.5,2026-08-03_01
90,4,Earthworks,Dig trench,08:29:20,08:31:04,103.9,2026-08-03_01
91,9,Earthworks,Dig trench,08:30:56,08:34:46,230.1,2026-08-03_01
92,4,Travel,On errand,08:31:04,08:34:52,228.2,2026-08-03_01
93,15,Earthworks,Dig trench,08:32:33,08:40:28,474.7,2026-08-03_01
94,9,Rest,,08:34:46,08:38:57,250.5,2026-08-03_01
95,4,Rest,,08:34:52,08:39:00,247.4,2026-08-03_01
96,9,Equipment,Maneuvering,08:38:57,08:40:36,99.5,2026-08-03_01
97,4,Equipment,Maneuvering,08:39:00,08:45:46,406.5,2026-08-03_01
98,15,Rest,,08:40:28,08:50:14,585.5,2026-08-03_01
99,9,Rest,,08:40:36,08:45:35,299,2026-08-03_01
100,9,Earthworks,Dig trench,08:45:35,08:47:20,104.5,2026-08-03_01
101,4,Rest,,08:45:46,08:47:22,96.3,2026-08-03_01
102,9,Rest,,08:47:20,09:22:06,2086.4,2026-08-03_01
103,4,Earthworks,Dig trench,08:47:22,08:50:26,184,2026-08-03_01
104,15,Earthworks,Put hole in pit liner,08:50:14,09:21:25,1871.1,2026-08-03_01
105,4,Rest,,08:50:26,08:58:57,510.1,2026-08-03_01
106,4,Equipment,Maneuvering,08:58:57,09:00:12,75.2,2026-08-03_01
107,4,Rest,,09:00:12,09:11:49,696.9,2026-08-03_01
108,4,Communication,With other gulper(s),09:11:49,09:11:52,3.4,2026-08-03_01
109,4,Rest,,09:11:52,09:21:19,567.1,2026-08-03_01
110,4,Communication,With other gulper(s),09:21:19,09:21:38,19,2026-08-03_01
111,15,Rest,,09:21:25,09:21:56,31.8,2026-08-03_01
112,4,Superstructure,Inspection,09:21:38,09:21:52,14.3,2026-08-03_01
113,4,Fluidizing,Mixing,09:21:52,09:25:06,193.5,2026-08-03_01
114,15,Communication,With other gulper(s),09:21:56,09:22:37,40.3,2026-08-03_01
115,9,Equipment,Maneuvering,09:22:06,09:22:43,36.9,2026-08-03_01
116,15,Extraction,Pulling out trash,09:22:37,09:25:10,153.4,2026-08-03_01
117,9,Rest,,09:22:43,09:31:22,519.2,2026-08-03_01
118,4,Rest,,09:25:06,09:26:45,99.6,2026-08-03_01
119,15,Rest,,09:25:10,09:25:56,45.7,2026-08-03_01
120,15,Extraction,Pulling out trash,09:25:56,09:28:14,138.4,2026-08-03_01
121,4,Fluidizing,Mixing,09:26:45,09:31:26,280.5,2026-08-03_01
122,15,Communication,With other gulper(s),09:28:14,09:28:24,10.2,2026-08-03_01
123,15,Extraction,Pulling out trash,09:28:24,09:50:07,1303,2026-08-03_01
124,9,Fluidizing,Mixing,09:31:22,09:33:13,110.6,2026-08-03_01
125,4,Rest,,09:31:26,09:33:18,111.7,2026-08-03_01
126,9,Rest,,09:33:13,09:36:03,170.2,2026-08-03_01
127,4,Fluidizing,Mixing,09:33:18,09:35:58,160.6,2026-08-03_01
128,4,Rest,,09:35:58,09:38:16,138.1,2026-08-03_01
129,9,Fluidizing,Mixing,09:36:03,09:50:24,860.6,2026-08-03_01
130,4,Equipment,Maneuvering,09:38:16,09:38:25,8.8,2026-08-03_01
131,4,Rest,,09:38:25,09:50:18,712.8,2026-08-03_01
132,15,Rest,,09:50:07,09:50:39,32.2,2026-08-03_01
133,4,Travel,On errand,09:50:18,09:53:21,183.1,2026-08-03_01
134,9,Rest,,09:50:24,10:06:37,973.7,2026-08-03_01
135,15,Superstructure,Inspection,09:50:39,09:53:37,178,2026-08-03_01
136,4,Rest,,09:53:21,10:00:33,432.3,2026-08-03_01
137,15,Rest,,09:53:37,09:58:31,293.3,2026-08-03_01
138,15,Extraction,Pulling out trash,09:58:31,10:14:34,963.2,2026-08-03_01
139,4,Fluidizing,Mixing,10:00:33,10:01:35,62,2026-08-03_01
140,4,Fluidizing,Adding water,10:01:35,10:02:12,36.6,2026-08-03_01
141,4,Rest,,10:02:12,10:06:30,258.5,2026-08-03_01
142,4,Fluidizing,Mixing,10:06:30,10:12:56,385.7,2026-08-03_01
143,9,Communication,With other gulper(s),10:06:37,10:07:12,34.7,2026-08-03_01
144,9,Rest,,10:07:12,10:17:48,635.9,2026-08-03_01
145,4,Fluidizing,Adding water,10:12:56,10:14:13,76.8,2026-08-03_01
146,4,Fluidizing,Mixing,10:14:13,10:17:51,218.1,2026-08-03_01
147,15,Communication,With other gulper(s),10:14:34,10:15:08,33.8,2026-08-03_01
148,15,Extraction,Pulling out trash,10:15:08,10:24:32,564.4,2026-08-03_01
149,9,Fluidizing,Mixing,10:17:48,10:19:18,89.9,2026-08-03_01
150,4,Rest,,10:17:51,10:19:24,92.7,2026-08-03_01
151,9,Rest,,10:19:18,10:25:04,346.2,2026-08-03_01
152,4,Fluidizing,Mixing,10:19:24,10:23:34,250.8,2026-08-03_01
153,4,Communication,With other gulper(s),10:23:34,10:24:25,50.4,2026-08-03_01
154,4,Equipment,Maneuvering,10:24:25,10:28:20,235.2,2026-08-03_01
155,15,Earthworks,Repair pit liner,10:24:32,10:25:10,37.6,2026-08-03_01
156,9,Equipment,Maneuvering,10:25:04,10:28:50,226.3,2026-08-03_01
157,15,Rest,,10:25:10,10:25:40,30,2026-08-03_01
158,15,Earthworks,Repair pit liner,10:25:40,10:35:47,607.8,2026-08-03_01
159,4,Rest,,10:28:20,10:28:54,34.4,2026-08-03_01
160,9,Rest,,10:28:50,10:43:02,851.4,2026-08-03_01
161,4,Equipment,Maneuvering,10:28:54,10:31:05,130.2,2026-08-03_01
162,4,Rest,,10:31:05,10:35:51,286.4,2026-08-03_01
163,15,Superstructure,Inspection,10:35:47,10:36:36,48.9,2026-08-03_01
164,4,Superstructure,Inspection,10:35:51,10:36:28,37.3,2026-08-03_01
165,4,Fluidizing,Fetching water,10:36:28,10:36:40,11.3,2026-08-03_01
166,15,Fluidizing,Adding water,10:36:36,10:37:08,31.2,2026-08-03_01
167,4,Rest,,10:36:40,10:38:42,122.6,2026-08-03_01
168,15,Fluidizing,Mixing,10:37:08,10:38:12,64.5,2026-08-03_01
169,15,Communication,With other gulper(s),10:38:12,10:42:02,230.3,2026-08-03_01
170,4,Fluidizing,Fetching water,10:38:42,10:39:30,47.7,2026-08-03_01
171,4,Rest,,10:39:30,10:40:28,57.7,2026-08-03_01
172,4,Equipment,Maneuvering,10:40:28,10:43:09,161.4,2026-08-03_01
173,15,Earthworks,Repair pit liner,10:42:02,10:43:05,63.2,2026-08-03_01
174,9,Earthworks,Fill trench,10:43:02,10:56:21,799.5,2026-08-03_01
175,15,Earthworks,Fill trench,10:43:05,10:44:52,106.6,2026-08-03_01
176,4,Earthworks,Fill trench,10:43:09,10:52:07,537.6,2026-08-03_01
177,15,Communication,With other gulper(s),10:44:52,10:45:34,41.5,2026-08-03_01
178,15,Rest,,10:45:34,10:48:10,156.1,2026-08-03_01
179,15,Superstructure,Inspection,10:48:10,10:48:46,36.4,2026-08-03_01
180,15,Rest,,10:48:46,10:50:21,94.8,2026-08-03_01
181,15,Earthworks,Fill trench,10:50:21,10:51:40,79.2,2026-08-03_01
182,15,Rest,,10:51:40,10:53:17,97.2,2026-08-03_01
183,4,Rest,,10:52:07,10:53:25,78.3,2026-08-03_01
184,15,Earthworks,Fill trench,10:53:17,10:55:27,130,2026-08-03_01
185,4,Earthworks,Fill trench,10:53:25,10:56:15,169.7,2026-08-03_01
186,15,Rest,,10:55:27,10:56:09,42.1,2026-08-03_01
187,15,Earthworks,Fill trench,10:56:09,10:57:31,82,2026-08-03_01
188,4,Rest,,10:56:15,10:56:29,14.6,2026-08-03_01
189,9,Rest,,10:56:21,10:56:49,27.7,2026-08-03_01
190,4,Earthworks,Fill trench,10:56:29,10:58:14,104.8,2026-08-03_01
191,9,Earthworks,Fill trench,10:56:49,11:02:16,327.4,2026-08-03_01
192,15,Rest,,10:57:31,10:59:45,134,2026-08-03_01
193,4,Rest,,10:58:14,11:02:07,233.5,2026-08-03_01
194,15,Equipment,Maneuvering,10:59:45,11:03:56,250.7,2026-08-03_01
195,4,Equipment,Cleaning,11:02:07,11:05:51,223.8,2026-08-03_01
196,9,Equipment,Cleaning,11:02:16,11:05:51,214.9,2026-08-03_01
197,15,Equipment,Cleaning,11:03:56,11:04:45,48.8,2026-08-03_01
198,15,Communication,With client(s),11:04:45,11:05:22,37.6,2026-08-03_01
199,15,Equipment,Cleaning,11:05:22,11:05:51,28.9,2026-08-03_01
1,5,Equipment,Maneuvering,08:18:43,08:19:56,72.5,2026-08-08_01
2,16,Equipment,Maneuvering,08:19:09,08:20:05,56.5,2026-08-08_01
3,5,Travel,On errand,08:19:56,08:22:08,132.4,2026-08-08_01
4,16,Rest,,08:20:05,08:21:15,70.1,2026-08-08_01
5,8,Communication,With client(s),08:20:15,08:21:08,53,2026-08-08_01
6,8,Communication,With client(s),08:21:08,08:21:43,34.9,2026-08-08_01
7,16,Communication,With other gulper(s),08:21:15,08:22:15,59.1,2026-08-08_01
8,8,Superstructure,Inspection,08:21:43,08:23:15,92.2,2026-08-08_01
9,5,Communication,With other gulper(s),08:22:08,08:23:20,71.9,2026-08-08_01
10,16,Equipment,Maneuvering,08:22:15,08:23:07,52.5,2026-08-08_01
11,16,Rest,,08:23:07,08:28:06,298.7,2026-08-08_01
12,8,Rest,,08:23:15,08:25:48,153,2026-08-08_01
13,8,Communication,With client(s),08:25:48,08:26:09,21.4,2026-08-08_01
14,5,Rest,,08:29:26,08:35:59,392.8,2026-08-08_01
